id_pdv;adresse;ville;latitude;longitude;pop;nom_carbu;id_carbu;maj;prix_carbu
79000002;Boulevard de l'Atlantique;NIORT;46.317;-0.481;R;SP98;6;2026-08-28 09:28:55;2.079
63440003;AUTOROUTE A71 - AIRE DES VOLCANS D'AUVERGNE;CHAMPS;46.058707223;3.11405330762;A;Gazole;1;2026-08-28 00:01:00;2.25
63440003;AUTOROUTE A71 - AIRE DES VOLCANS D'AUVERGNE;CHAMPS;46.058707223;3.11405330762;A;E85;3;2026-08-28 00:01:00;0.999
63440003;AUTOROUTE A71 - AIRE DES VOLCANS D'AUVERGNE;CHAMPS;46.058707223;3.11405330762;A;GPLc;4;2026-08-28 00:01:00;1.064
63440003;AUTOROUTE A71 - AIRE DES VOLCANS D'AUVERGNE;CHAMPS;46.058707223;3.11405330762;A;E10;5;2026-08-28 00:01:00;1.99
63440003;AUTOROUTE A71 - AIRE DES VOLCANS D'AUVERGNE;CHAMPS;46.058707223;3.11405330762;A;SP98;6;2026-08-28 00:01:00;1.99
26780006;45 RUE DE LA SOURCE;Châteauneuf-du-Rhône;44.489259760693;4.719861286003;R;Gazole;1;2026-08-28 07:45:25;2.189
26780006;45 RUE DE LA SOURCE;Châteauneuf-du-Rhône;44.489259760693;4.719861286003;R;E85;3;2026-08-28 07:45:26;0.849
26780006;45 RUE DE LA SOURCE;Châteauneuf-du-Rhône;44.489259760693;4.719861286003;R;E10;5;2026-08-28 07:45:26;2.039
26780006;45 RUE DE LA SOURCE;Châteauneuf-du-Rhône;44.489259760693;4.719861286003;R;SP98;6;2026-08-28 07:45:26;2.099
27950002;Rue des Prés;SAINT-MARCEL;49.10324;1.45322;R;Gazole;1;2026-08-28 08:45:29;2.105
27950002;Rue des Prés;SAINT-MARCEL;49.10324;1.45322;R;E10;5;2026-08-28 08:45:29;1.981
69340001;AVENUE DU CHATER;FRANCHEVILLE;45.735;4.775;R;Gazole;1;2026-08-28 00:43:00;2.208
69340001;AVENUE DU CHATER;FRANCHEVILLE;45.735;4.775;R;SP95;2;2026-08-28 00:43:00;2.077
69340001;AVENUE DU CHATER;FRANCHEVILLE;45.735;4.775;R;E10;5;2026-08-28 00:43:00;2.022
69340001;AVENUE DU CHATER;FRANCHEVILLE;45.735;4.775;R;SP98;6;2026-08-28 00:43:00;2.136
78630010;CC ART DE VIVRE - CD 113;ORGEVAL;48.92529;1.99188;R;Gazole;1;2026-08-28 00:01:00;2.176
78630010;CC ART DE VIVRE - CD 113;ORGEVAL;48.92529;1.99188;R;E10;5;2026-08-28 00:01:00;1.99
78630010;CC ART DE VIVRE - CD 113;ORGEVAL;48.92529;1.99188;R;SP98;6;2026-08-28 00:01:00;1.99
